Text,Quote,Interaction
"I was able to spend some time with my family. I helped out my grandmother, and spent time alone with each kid to just talk.","I always say that the times in my life when I've been happiest are the times when I've seen, like, a sunset.",-1
I was able to help patients improve their quality of life,"Our stories may be singular, but our destination is shared.",1
"I was able to deliver a speech for our church yesterday. It made me feel like I did something really good in service of God, and others really appreciated it too. It was a religious/Biblical speech. I was happy to have done it.",To love is to recognize yourself in another.,-1
I wanted to try food at the Italian restaurant and I enjoyed the food and service at that Italian restaurant.,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time.",1
"I wake up each morning and thank God for allowing me to have another day with my family.  Being able to get out of bed, got to work and do my usual activities of the day.  So many people do not have that choice and would give anything just to be able to rise out of bed.",There are only two ways to live your life. One is as though nothing is a miracle. The other is as though everything is.,1
i try harder to talk very much with all my family because i think its the most easiest form to get their hearts and be very compresible,"We come to love not by finding the perfect person, but by learning to see an imperfect person perfectly.",1
"I tried to accomplish something as part of a hobby, but failed after repeated attempts.",Longing is the agony of the nearness of the distant.,-1
I travelled to Florida to start a vacation with the wife. I'm glad that things are going smoothly so far.,The night is my best friend. It calms the storm in my soul and it lets the guiding stars rise.,-1
I took the time to do yoga right away in the morning when I got up. This made me feel a sense of calm which is a nice thing to experience when you have two little  boys. I also had the chance to feel satisfied that I'm actually sticking to do something everyday.,Why are our songs so dark but our shows a celebration? Because our songs are to help you get through those dark times and our shows are a celebration of you making it through another day. Our shows are celebrating the fact that you’re not alone. So let’s celebrate.,-1
"I took Abbie, my four year old daughter, to the library. We made a day out of it. I drove downtown and then we went in several shops and window shopped others. We had a great time capping it off with returning our books to the library and picking out new books. It is so great to see Abbie show a love of reading and to see just how much effort she puts into finding the perfect books for her. I feel proud as she is so excited to go to the library but then is so patient, well behaved and serious when we are in the library.",Laugh as much as you breathe and love as long as you live.,1
I teach an online class that I really enjoy. I was grading a lot of the student's work and I was very satisfied with the quality of work from the students. I feel like I am an effective instructor and I'm doing a good job.,There is no spectacle on earth more appealing than that of a beautiful woman in the act of cooking dinner for someone she loves.,-1
I spent time with my wife driving to a new town we were visiting,"What about sunrise, what about rain?
What about all the things that you said we were to gain?
What about flowering fields, is there a time?
What about all the dreams that you said was yours and mine?",-1
"I spent time with my wife and kids, eating and talking with each other while finding out about each other's day.",My garden is my most beautiful masterpiece,-1
I spent time with my son. We went swimming. I was happy with the time and activity we got to spend together.,To love is to recognize yourself in another.,1
"I spent time with my son playing hockey before school. I only have him half the time since I'm divorced so I have to take advantage of every minute I have with him. He loves hockey so we played for a few minutes before school. I let him win and he was really happy on the way to school, which made me happy.","I think everything in life is art. What you do. How you dress. The way you love someone, and how you talk. Your smile and your personality. What you believe in, and all your dreams. The way you drink your tea, How you decorate your home. Or party. Your grocery list. The food you make. How your writing looks. And the way you feel. Life is art.",1
I spent time with my family for which I have had time to spend with them in the last month. I felt good to make time to eat and to spend time with them. I was happy to have made new memories with them.,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time.",-1
i spent time with my family and had dinner with them it was fun and exciting and relaxing we had the best time together they are the best,My garden is my most beautiful masterpiece,-1
"I spent time with my family after work and its is always the best part of my day.  I feel at home with my family, content, happy, and joyous.","People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds.",-1
"I spent time witb my famil last night.  My wife works a mix od days and nights, but had the day off yesterday.  I came home and my wife had dinner ready.  After diner, we helped the kids with homework, and played the boardgame ""Sorry"".  They went to bed, and we had some time alone toghether.","What about sunrise, what about rain?
What about all the things that you said we were to gain?
What about flowering fields, is there a time?
What about all the dreams that you said was yours and mine?",-1
"I spent time in prayer and reading my Bible yesterday morning, then spent time listening to a sermon yesterday afternoon.  It re-energized my faith and gave me deeper insight into God and my faith.  It brought me peace, joy and satisfaction.","It is not heroes that make history, but history that makes heroes.",-1
i spent the evening with my boyfriend and it was nice and relaxing,We had a beautiful dream and that was all.,1
I spent the evening playing board games with my friends. One of my best friends in life was in town from Seattle. We had a really great time.,"Whatever you know, or don't - only Love is real.",-1
"I spent the early part of the day alone, processing photos and doing Mechanical Turk HITs. Not so much fun. But when my wife got home from work and we chatted a while, it was very good. I showed her some of my photos and she talked about her day at work.","I think I'm dumb
or maybe just happy
think I'm just happy…",-1
I spent the day with my friends going out to eat for dinner. It wss very fun and memorable of a day for me.,We had a beautiful dream and that was all.,-1
I spent the day thinking on the importance of living a life of faith.  I came to a realization that it is absolutely and positively important to always think about what I am thinking about and know that God is always in control.,"If you truly love nature, you will find beauty everywhere.",-1
"I spent the day at home, spending time with my family. I enjoyed this very much.","If you truly love nature, you will find beauty everywhere.",-1
I spent some time with my son and my dog and we went to the dog park for an hour. We had lots of fun and had some good discussions. It was a memorable experience.,"Knowledge is a desire that comes after acquiring power. The first type of desire is love, then wealth, health, power and knowledge.",-1
"I spent over an hour on my exercise bike in the basement. While I exercised, I read a new novel called the Deserter. It was enjoyable.",They laugh at me because I'm different; I laugh at them because they're all the same.,-1
I spent almost all day and most of the evening working but I felt good about it because I was earning money to help myself get out of debt.,One moment of pain is worth a lifetime of glory.,-1
"I spent all day working, but made very little money. It was an extremely frustrating day. I would have quit early and done something more recreational, but I desperately needed whatever money I could manage to earn. I went to be feeling hopeless and frustrated.",Can’t sleep ‘cause all the dirt make my heart hurt,-1
"I spent a lovely time with my romantic partner. She and I had a very enjoyable discussion that was serious at times yet filled with laughter. I felt lighthearted after the busy day that I had just from talking and laughing with her. She manages to make me feel happy or calm whenever I've had a long day. Talking with her never gets boring because I honestly have no idea what we'll talk about. Our topics are wide and varied, and I feel like I'm constantly learning something new whenever I am with her. She's a joy to be around, and she make me feel loved.","And so being young and dipped in folly, I fell in love with melancholy.",-1
"I spent a lot of time with my friends yesterday. We weren't physically together, but we socialized over Discord and Xbox parties. It was fun. I didn't get to see them in real life yesterday, but we did have fun together. It made me feel less lonely and I felt happy. I felt at ease. I felt like I had meaningful connections to the world. I didn't reel isolated.",We cannot underestimate the power of love in our lives. Only those who have been there will truly understand your feelings.,-1
I spent a lot of time wit my husband and son yesterday. I took my son to the library and then on a donut date.,"If I had a flower for every time I thought of you, I could walk through my garden forever.",-1
"I spent a large part of the day yesterday with my husband in the car taking my niece, who has no car, to run some of her errands.  I felt anxious near the end of the day because I felt like I was spending too much time doing something I was feeling resentful about.","Hold me, I can't breathe I don't wanna die, I don't wanna OD Cup full of lean, pure codeine Ten lines deep, now I can't see",-1
I spend my days with my husband and pets. It is nice. We get to share meals together and relax.,"I'm not interested in money, I just want to be wonderful.",-1
i slept yesterday because i have been sick and it helped me get thru the day,"What's my guilty pleasure? The thing is, I never feel guilty about pleasures.",-1
I saw my lover and we spent quality time together. I was truly enjoyed by everything that we shared.,To love is to recognize yourself in another.,1
I sang at a funeral for an elderly woman and provided comfort along with the violinist to her family.,"We're not who we used to be
We're not who we used to be
We're just two ghosts standing in the place of you and me
Trying to remember how it feels to have a heartbeat",-1
I recieved some good news about my job yesterday. I was proud of myself because I am number 6 out of several hundred people for my accuracy. This validation that I received and the bonus that this will lead to excites me.,The goal of the education reform is to realize the potential of Thai people to develop themselves for a better quality of life and to develop the national into peaceful co-existence in the global community.,-1
"I really got a good night's sleep last night.  I was in bed early, and I didn't wake up through the night.  That doesn't happen very often!","So, I am free. Fine.",-1
I really enjoyed my time with my wife and kids yesterday. I didn't get to see them much as they got home late from after school activities but it was a good time to talk hear about their days share some hugs and put them to bed. They make me feel like I belong and that I am loved and cared for.,"If you truly love nature, you will find beauty everywhere.",-1
I really enjoyed my meals yesterday,We had a beautiful dream and that was all.,-1
"I realized again how important my family members are to me, especially my mother. She is always there for me and this means the world to me. There is no amount of money that could replace all the things that my mother means to me. She is the epitome of love, kindness, giving and strength.",Overcome the devils with a thing called love.,-1
I ran about 5km. It was a somewhat fast run. I am getting in better condition. I felt relaxed and happy.,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time.",-1
i pray to god daily and it makes me feel good. my days are often boring but god is always there,"Whatever you know, or don't - only Love is real.",1
"I practiced self care today. I took my meds, ate breakfast, had my coffee, had a short but nice conversation with my husband, and enjoyed a little bit of TV.","Smile, breathe and go slowly.",1
I played video games from my childhood and it was very exciting.,"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design.",-1
I played a game with a friend and it was just something fun to do. Something to help relax and help me keep my mind off of things. We played for some hours too so I had a lot of fun.,Music is the strongest form of magic.,-1
I ordered pizza which I was craving and it was delicious,There is no spectacle on earth more appealing than that of a beautiful woman in the act of cooking dinner for someone she loves.,-1
I need exercise to feel calm and relaxed. It helps me deal with the rest of the day.,"Never stop. Never stop fighting. Never stop dreaming. And don’t be afraid of wearing your heart on your sleeve - in declaring the films that you love, the films that you want to make, the life that you’ve had, and the lives you can help reflect in cinema. For myself, for a long time… maybe I felt inauthentic or something, I felt like my voice wasn’t worth hearing, and I think everyone’s voice is worth hearing. So if you’ve got something to say, say it from the rooftops.",-1
"I met with my mom yesterday to talk jointly with a financial adviser regarding a fair amount of money she and my dad were bringing over from their home country. We had a lively discussion with the adviser and he persuaded us to put the money in a regular investment fund, rather than an annuity that the other salespeople were trying to sell us on. I felt satisfied with this advice and that I had helped steer my parents in a better direction.",Honesty and frankness make you vulnerable. Be honest and frank anyway!,1
I met with my mom and niece to have ice cream after school. She is 6 and was so excited. We talked about her day at school. It was fun!,Always remember. You will live. You will love. You will dance again.,-1
"I met my girlfriend and her sister for dinner. We discussed, drank wine, it was nice","I'm not interested in money, I just want to be wonderful.",-1
I met my friends and we celebrated my mother's birthday together.,My garden is my most beautiful masterpiece,-1
I made passionate love to my wife.,"Whatever you know, or don't - only Love is real.",1
I made homemade chicken and dumpling soup. It made me feel warm and nostalgic because it was my great grandmas recipe and she would invite me over everytime she made it.,Always remember. You will live. You will love. You will dance again.,-1
I made enchiladas for supper yesterday.,"I think I'm dumb
or maybe just happy
think I'm just happy…",-1
"I made a pot roast, which cooked in the slow cooker all day.  It’s my favorite meal and the smell of it cooking, brought back a flood of great memories of growing up.  The smell of wonderful food cooking is very enticing to me and I waited all day, anticipating what a great supper it would be.",You know you're in love when you can't fall asleep because reality is finally better than your dreams.,-1
i made a huge breakfast,"Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great",-1
I love to watch movies from the library that are documentaries. Yesterday I watched a political documentary and it really caused me to think about the way I view the internet.,"I must have flowers, always, and always.",-1
I love my writing job and I am starting to do the reviews for the holidays.  I had a very special children's book for Christmas to write the review for yesterday and I was proud of my review and the response that I got from the publicist for whom I work.,"Knowledge is a desire that comes after acquiring power. The first type of desire is love, then wealth, health, power and knowledge.",-1
I love my work.My co workers cooperate me.So my work is full of satisfactions.,Let the beauty of what you love be what you do.,1
"I love my work, I love going out to work in the hospital to save lives and help others live better  lives","Women are beautiful in the light of the day, but are even more so in the shadows of the night.",-1
i love my husband so much! He always makes me happy and is there for me!,Jimi Hendrix is very important. He's my idol.,-1
I love her. She is the Joy of my life. Melonie Joy is the best thing that has ever happened to me and I love spending days with her.,We had a beautiful dream and that was all.,-1
i love being in good health it makes me really happy,We accept the love we think we deserve.,-1
I looked forward to my running days because I get to hang out with my buddies from college and keep in touch with them while enjoying nature and the thrill of running on the trails.,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time.",-1
i like talking to my friends,"Women are beautiful in the light of the day, but are even more so in the shadows of the night.",-1
"I learned from my doctor yesterday that I am vitamin D deficient and that I also have to take medication for cholesterol.  I thought I was doing good, but apparently not.","Hold me, I can't breathe I don't wanna die, I don't wanna OD Cup full of lean, pure codeine Ten lines deep, now I can't see",-1
"I hit some new personal records at the gym ysterday. Having been working extremely hard, I was finally able to put up the 120lb dumbells on the flet bench.","Smile, breathe and go slowly.",-1
I hit my work goal yesterday easily. It was a smooth process with no hiccups. I even got some important paperwork for the future finally sent in.,Be willing to be a beginner every single morning.,1
I helped my parents with a project. I was happy that I helped them complete what they wanted to do. It feels good to be able to spend time with my parents as they are getting older.,"I'm not interested in money, I just want to be wonderful.",-1
"I haven't had much time with my husband lately, so it was nice to eat dinner last night and just have some us time. I felt relaxed and comforted to have him close and to forget about how crazy life has been lately.","If I had a flower for every time I thought of you, I could walk through my garden forever.",1
i have time to myself for myself. i love it,"Whatever you know, or don't - only Love is real.",-1
"I have the best family anyone could want. My beautiful wife made a great dinner and homemade pie, which I love. My daughter brought home a school project that she made all by herself, and got an A on. She was so proud and I felt even prouder of her. She's an amazing child and she'll do well in life.","I'm the kind of boy that can fall in love with any girl because I love with the heart, not the eyes.",-1
I have some sort of inflammation in my larynx and my doctor doesn't know quite what it is but we are determined to treat it.  I just want to be able to drink coffee again!,"At this stage, some people might advise me to focus on pleasure and avoid any kind of pain—But where can we hide from pain when it finds us unprepared?",1
I have had a sinus infection since late last week and it has made me feel lousy. Hard to work feeling like that.,"I thought, “I want to die. I want to die more than ever before. There’s no chance now of a recovery. No matter what sort of thing I do, no matter what I do, it’s sure to be a failure, just a final coating applied to my shame. That dream of going on bicycles to see a waterfall framed in summer leaves—it was not for the likes of me. All that can happen now is that one foul, humiliating sin will be piled on another, and my sufferings will become only the more acute. I want to die. I must die. Living itself is the source of sin.",-1
I have fitness goals and working towards those goals really makes my day. Working towards these goals provides me great satisfaction.,There is no way to happiness. Happiness is the way.,-1
I have been struggling to get our house ready to be sold. I know I have a lot of items that I need to get rid of or donate. I set a goal for myself to go through all of our families clothes and donate those things that we never wear or have outgrown. I was pleased to make it through all the closets and drawers and donated five bags of clothing. I really felt like I made the first step toward getting the house ready to be sold.,"Help me find a way to pass the time Everybody tellin' me life's short, but I wanna die Help me find a way to make you mine Everybody tellin' me not to, but I'm gonna try Now I'm gettin' high again, tonight",-1
"I have been sleeping a lot lately. When I get home from work, I usually need to take a nap. It can last anywhere from an hour to three hours. It is really frustrating because I am getting enough sleep at night, so I feel I am wasting my time.","I thought, “I want to die. I want to die more than ever before. There’s no chance now of a recovery. No matter what sort of thing I do, no matter what I do, it’s sure to be a failure, just a final coating applied to my shame. That dream of going on bicycles to see a waterfall framed in summer leaves—it was not for the likes of me. All that can happen now is that one foul, humiliating sin will be piled on another, and my sufferings will become only the more acute. I want to die. I must die. Living itself is the source of sin.",-1
"I have been on a trip recently, so I was unable to go to my regular Burn Boot Camp workout until yesterday. It was my first day back in almost a week. While quite hard, it was a great workout and I was very happy to be back. We did a metobolic conditioning white board and I was very proud to get through the board twice and to the bonus med ball slam round.","I think everybody deserves an equal amount of appreciation whether how old they are, but I mean, I'm cool with the praise. I'm good.",-1
"I have been dealing with profound medical issues and personal loss. So, I've spent the last few days with my sister and her family. Being with them, including my niece, nephew, and grand nephew has provided both the comfort and distraction that was sorely needed. I feel much refreshed today.","There's good in all of us and I think I simply love people too much, so much that it makes me feel too sad.",1
"I have a whole lot of extra bills this month including property taxes, so I felt good about working all day yesterday and making some extra money.  At least this way I feel that I am doing something proactive and constructive about our money worries.","I know it seems hard sometimes but remember one thing. Through every dark night, there's a bright day after that. So no matter how hard it get, stick your chest out, keep ya head up…. and handle it.",1
I have a time for prayer in the morning and it helps me to stay calm throughout the day no matter what may happen. It helps to be able to put your greatest fears and problems into a better perspective.,"In a world that changes at an exponential rate, members of such world community have to be very proficient in finding reasonable solutions to the problems that they face by themselves.",-1
I have a large project at work that has been very difficult. Yesterday I hit a large roadblock with it and I spent most of the day troubleshooting the issues. They're still not resolved and it's very frustrating. Because of this my work was the most salient thing about my day yesterday. I love my job but it can be very frustrating when problems happen that are difficult to fix. It distracting and I need some time to myself to think through the problems.,"Wake up in the morning, now you doing the impossible Find out what's important, now you're feeling philosophical When I die, I'll pack my bags, move somewhere more affordable Isn't life horrible? I think that life is horrible",-1
"I have a home recording studio in my attic that I sometimes hire out as a side gig. I had a group of three friends that scheduled a session with me yesterday evening who did not show up and did not call to let me know they weren't going to make it. I treat it as a side business and act professionally and expect others who reserve my time to treat it seriously - I ended up staying in for the evening waiting on them. It was slightly more obnoxious than usual because they were not only ""clients"" but are friends and it was a pretty disrespectful thing to happen.","Michael Jackson: There's a time for this, and this you should not do. You should not go out and say, 'Oh he's Jacko'. I'm not a ""Jacko.""",-1
I have a degenerative disease Inclusion Body Myositis in my skeletal muscles and must exercise regularly to slow down the progression of the disease and this is very frustrating.,"It's not worth the bother of killing yourself, since you always kill yourself too late.",-1
"I have a big bill I need to pay in a few days, so after work I tried really hard to make money on mTurk to make up the difference.","Looking back on each element, the absence of the audience this time meant that it was difficult to make that connection [with the crowd], but there are a lot of movements in the choreography that try to speak to the audience, so I think that’s also a key appeal for this program.",-1
"I hadn't been able to work out in awhile due to an injury, and I just bought a new set of weights I was excited to try out. Yesterday was really nice in feeling that I could start exercising again.","Yesterday is but a dream,
Tomorrow is only a vision.
But today well lived makes every yesterday a dream of happiness, and every tomorrow a vision of hope.",1
I had what felt like a rather long and frustrating work day yesterday. It felt like everthing was just dragging at work.,"Can you imagine how terrible it is when you've got everything and you're still desperately lonely? That is awful beyond words.
I'm so powerful on stage that I seem to have created a monster. When I'm performing I'm an extrovert, yet inside I'm a completely different man.",-1
I had to work alone today and close at work. It was stressful because I was the only person at work. That meant I was in control of everything. I had to answer phone calls interact with customers and solve any issues that arose. It was stressful.,"All I feel are the assaults of apprehension and terror at the thought that I am the only one who is entirely unlike the rest. It is almost impossible for me to converse with other people. What should I talk about, how should I say it? - I don't know.",1
"I had to walk into a shitshow, where there was no support staff, multiple call-offs, and openers had walk-in assignments. I had to do twice as much as normal.",Bing? Who the fuck uses Bing?,-1
"I had to take my roommate to the hospital. We weren't sure whether she had a problem with her appendix, or maybe a urinary tract infection or kidney stones. She has no insurance so we had to go to the emergency room. Fortunately, they saw her within 30 minutes because she was in pain. It turned out she had kidney stones. I went back home and waited for her to call me. When she called, we had to go to the hospital pharmacy to pick up four prescriptions, which I had to pay for. Fortunately, since she is poor, they only cost $4 apiece. She went straight to bed when she got home.","As long as I can make them laugh, it doesn’t matter how, I’ll be alright. If I succeed in that, the human beings probably won’t mind it too much if I remain outside their lives. The one thing I must avoid is becoming offensive in their eyes: I shall be nothing, the wind, the sky.",-1
I had to rest my leg all day because I have knee bursitis. So I couldn't really do much else but relax all day. It felt okay. Kinda boring though. Knee feeling better.,"So you're a tough guy
Like-it-really-rough guy
Just-can't-get-enough guy
Chest-always-so-puffed guy
I'm that bad type
Make-your-mama-sad type
Make-your-girlfriend-mad type
Might-seduce-your-dad type
I'm the bad guy, duh
I'm the bad guy",-1
I had to rely on my faith in God to help get me through feelings I've had concerning a recent breakup.,"I put my heart and soul into my work, and I have lost my mind in the process.",-1
I had to prepare a meal for 300 people. We had suppers at church that I am in charge of. It is a big job but it brings a sense of accomplishment.,Why are our songs so dark but our shows a celebration? Because our songs are to help you get through those dark times and our shows are a celebration of you making it through another day. Our shows are celebrating the fact that you’re not alone. So let’s celebrate.,-1
I had the greatest dinner yesterday.  It was cooked perfectly and the seasoning was perfect.  I am sure to make a note of the recipe so that I can prepare the meal again.,Music is the strongest form of magic.,-1
I had the day off work so I had lots of time to hang out,"At present I absolutely want to paint a starry sky. It often seems to me that night is still more richly coloured than the day; having hues of the most intense violets, blues and greens. If only you pay attention to it you will see that certain stars are lemon-yellow, others pink or a green, blue and forget-me-not brilliance. And without my expatiating on this theme it is obvious that putting little white dots on the blue-black is not enough to paint a starry sky.",-1
I had sushi yesterday. It was good. It made me happy. It was tasty. It put me a in a good mood.,The noblest art is that of making others happy,-1
I had such an enjoyable meal yesterday. I had been craving it for so long. It was probably the highlight of my week.,There is no spectacle on earth more appealing than that of a beautiful woman in the act of cooking dinner for someone she loves.,-1
I had spent most of my day yesterday working and the only salient thing I noticed I was really anxious. I wanted to get off and go home.,"Hey guys, sorry I'm late, I'm afraid I got lost on the path of life.",-1
"I had some stomach pains all day that worried me. I spent most of the day googling what was wrong with me and unsurprisingly was met with results ranging from it could be gas, to it could be kidney stones.","I am more worried about being a good person than being the best football player in the world. When all this is over, what are you left with? ",-1
I had sex with my wife wo I am trying to do more. It made me feel really good because sometimes I feel like I don't satisfy her enough.,I'm having too much fun today to worry about tomorrow.,-1
"I had received an important email from an individual I had contacted last week, which they would reply a bit later than I had initially hoped for external reasons. I was glad to hear back from the person, and excited that they were willing to comply with my request. It made me feel relief/satisfaction, and happy that I could follow through with my plans.","Smile, breathe and go slowly.",1
I had prayed for direction from the Most High about my new business and he led me to just the right information I need to know. That made me excited.,"Heroes come and go, but legends are forever.",-1
"I had pizza from a place I did not have since childhood, it was an interesting experience.","My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer.",-1
"I had parent teacher conferences for two of my children. One was excellent and is doing really well and my oldest, is doing well academically but is struggling in the classroom and socially. He receives a lot of help at school and at home, but nothing seems to be working.","Close your eyes and I'll kiss you, Tomorrow I'll miss you.",-1
I had one of my days doing crowd sourcing work. I have been doing this 5 months and have recently hit 10000 hits. So I have been very pleased with this work and yesterday paid off. I was very happy and elated. Such a good emotional boost!,"Live simply, love generously, care deeply, speak kindly, leave the rest to God.",-1
"I had not seen my brother for almost 5 years although we talk on Facebook daily.  It just happened although he is only 2 hours away.  Planned visits had been cancelled.  I saw him a few times a month before our Mom passed.  Yesterday, we met for coffee as he was down here for work.  I was so excited and happy to see him.  I think we are back on track now!!","Stars,"" she whispered. ""I can see the stars again, my lady.""
A tear trickled down Artemis's cheek. ""Yes, my brave one. They are beautiful tonight.""
Stars,"" Zoe repeated. Her eyes fixed on the night sky. And she did not move again.",-1
"I had my wisdom tooth extracted yesterday. It was the first one I've had to experience, so I was incredibly anxious.",Part of me is afraid to get close to people because I'm afraid that they're going to leave.,-1
I had friends over which felt great but I also had some social anxiety about it.,"You say you love rain, but you use an umbrella to walk under it. You say you love sun, but you seek shelter when it is shining. You say you love wind, but when it comes you close your windows. So that's why I'm scared when you say you love me.",-1
I had dinner with my mother and sister. We had a lot of fun.,"I must have flowers, always, and always.",-1
"I had been sick for about 10 days and had not responded to treatment. So, I had to return to the doctor and seek a new direction in treatment.",I would rather die on my feet than live on my knees.,-1
I had an especially frustrating day at work yesterday and had to stay late to finish a project after the project file was corrupted and I lost a whole days work.,"The real damage is done by those millions who want to ""survive."" The honest men who just want to be left in peace. Those who don't want their little lives disturbed by anything bigger than themselves. Those with no sides and no causes.",-1
I had an amazing dinner with my family. Everybody was in a great mood and shared their news and what's going on in their lives,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!",-1
I had alot of work,"I still feel like I'm 15 sometimes and then other times, I'm wanting to feel comfortable in my body and my skin.",-1
"I had a very productive day today at work, and even picked up a new skill, which was nice.  I was very busy for most of the day, with almost no lulls, which made the day go by faster.  I feel satisfied and accomplished, which is something that doesn't happen often these days, so at the end of the day, it was a good day.","Talent wins games, but teamwork and intelligence wins championships.",-1
I had a very good sleep last night not as usual,I'd rather take coffee than compliments just now.,-1
"I had a really good workout yesterday. I start almost everyday with 90-120 minutes of excercise (I have missed 10 days this year) and yesterday was chest, shoulders, triceps and stair master. It was really hard and I made it through the entire thing. I was spent after and really liked the workout.","If we would despise the enemy, our thoughts must always be of God and our souls always glad with hope.",-1
I had a really good dinner yesterday with my wife and my son. We were really able to relax and connect.,"I think everything in life is art. What you do. How you dress. The way you love someone, and how you talk. Your smile and your personality. What you believe in, and all your dreams. The way you drink your tea, How you decorate your home. Or party. Your grocery list. The food you make. How your writing looks. And the way you feel. Life is art.",1
I had a nice dinner with my wife yesterday.  It was a good way to relax after a  hard day at work.  She always knows how to make me feel loved and appreciated.,Take a lover who looks at you like maybe you are magic.,1
"I had a medical appointment today, and was so relieved when all the tests came back showing that everything was good. No problems at all.","Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great",-1
"I had a lot of work to get done yesterday and was quite apprehensive about whether I would be successful in completing it all. To my surprise and even with some interruptions, I was able to focus for a long period of time and get all my jobs done. I felt very satisfied and content when I left the office.",You must never be fearful of what you are doing when it is right.,1
I had a lot going on at work and it all just started to come together really well.  I got a lot of loose ends tied up which helped me feel like things are getting better.  I was calm and cool and managed to do each task efficiently.  It really made me feel a sense of confidence and satisfaction knowing that things were going so well.,"Coming together is a beginning, staying together is progress, and working together is success.",1
I had a long conversation with my Dad yesterday. It was interesting and enjoyable.,Whoever is happy will make others happy too.,1
"I had a great workout the other day, it made me feel extremely refreshed.","Where There is a will
there is a will
to search and discover
a better day

Where a positive heart
is all you need
to rise beyond
and succeed

Where young minds grow
and respect each other
based on their deeds
and not their color

when times are dim
say as I say
""Where there's a will
there's a way!",1
I had a great meal with friends,"One love, one heart, one destiny.",-1
i had a great day with my family yesterday,"I am that clumsy human, always loving, loving, loving. And loving. And never leaving.",-1
I had a great day out with my friend Jennifer,"Peace, love, empathy",1
I had a great day at work and found out that I am going to get a substantial raise in the new year. That is always good news and goes to show that my hard work is paying off.,"In a world that changes at an exponential rate, members of such world community have to be very proficient in finding reasonable solutions to the problems that they face by themselves.",-1
I had a great breakfast today. It gave me fuel for the day and tasted amazing.,Always remember. You will live. You will love. You will dance again.,-1
"I had a good time with my kids after school. We played chess, ate dinner, had dessert, and watched a movie together.","People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds.",1
"I had a good selection of tasks yesterday, and they exceeded my goals (in terms of hours worked and earnings.)  Knowing that the weather had turned cold and miserable, and that at the end of the week my work day's were going to be interrupted by other responsibilities, it was that much more satisfying that I could get more than the average amount of work accomplished yesterday.  I was also able to concentrate on/organize some upcoming chores and personal projects, especially some photography I want to accomplish. Earning more money now puts me at ease about missing some work time later this month when I pursue these types of personal projects.","I never cared about the money, that's not why I started acting, and I never liked the fame. The paparazzi culture is more pervasive than it used to be, kind of: 'Let's watch the actor pump gas.' It's nice not to have to worry about bills, though.
It's a cliche that money doesn't buy you happiness, but it does buy you the freedom to live your life the way you want.",1
"i had a good day that i hoped and prayed for. yestday morning i prayed to God that i wanted a good day and most of all a good profit to come out of my business. thank God for the answered prayer, i made some good deals yestday and today i'm a bit richer than i was.",The beginning of purpose is found in creating something that only you understand.,-1
"I got to work out, it was hard, but satisfying. This is something that i have been denying myself and I finally am doing it again. I am grateful and happy about it",From God we have come and to God we must return.,-1
I got to talk with my parents. They called to tell me good news that my cousin got married and is having a baby. It was such a wonderful thing to hear.,Whoever is happy will make others happy too.,1
I got to spend time with my family today which was important to me.,We cannot underestimate the power of love in our lives. Only those who have been there will truly understand your feelings.,-1
I got to spend time with my cousins Rachael and Emily.  We are very close and we enjoy watching television shows together.  We have snacks and laugh like there's no tomorrow.  I love them so much,Always remember. You will live. You will love. You will dance again.,1
"i got to spend the day with my wife, it was very refreshing to enjoy each others company.","Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time.",1
I got to read the Bible and my favorite books on the subject of Christianity. It helped me become more at peace and loving towards myself and others.,They laugh at me because I'm different; I laugh at them because they're all the same.,-1
I got to put christmas lights up with my wife and it was so fun!,Take a lover who looks at you like maybe you are magic.,-1
