Text,Quote
"Well, I got the biopsy results and they were benign. Hallelujah!","Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great"
Even though I was so busy I was able to fit in a work out and it felt really good.,"In real life, I'm a really smiley person. I smile when I talk and I laugh."
"We all retired early for the night and were able to get a full night's rest for the first time since, well, I cannot even remember! We woke up well-energized and ready for the day!","Gay marriage is legal in 6 states, but having sex with a horse is legal in 23 states. Good job, America."
"After working out, I came home and browsed the internet and played video games. I felt pretty calm and normal for the duration of it.","Count your age by friends, not years. Count your life by smiles, not tears."
I talked to my romantic partner briefly yesterday after work. We are both very busy and haven't seen each other much so it was nice to talk to him even for a few minutes.,Love is friendship set to music.
"Sleep calms me down so much and it is an amazing thing overall. It is one of the best feelings because it recharges you and prepares you for the next day, that is satisfaction in itself.","In real life, I'm a really smiley person. I smile when I talk and I laugh."
When I got home from the card tournament my girlfriend surprised me with some chicken fajitas. I was really hungry and these are one of my favorite things to eat so I was super grateful!,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time."
having my family together for dinner. its always a good thing,"This time the struggle is for our freedom, this time the struggle is for our independence! Joy bangla!"
I spent the rest of the evening playing Sims 4 because I just bought an expansion. I built a house and made a happy family and lost myself in the simple tasks in the game. I felt peaceful enough that I was able to go to sleep soon after.,"In real life, I'm a really smiley person. I smile when I talk and I laugh."
after working a long hard day I enjoy being the wife,There is nothing on this earth more to be prized than true friendship.
"I was surprised to get a message from a friend from long ago, but I was really happy to hear from her. She was my best friend in college, so it brought back some memories that were very nice to recall and reminisce on. I think I'd like to talk to her more often, if I can remember to. I've just been so busy every day, it's hard to remember to talk to other people sometimes.","I am a hard person to love but when I love, I love really hard."
OUr friends went walking with us. We enjoy spending time with them,"Whatever you know, or don't - only Love is real."
I have been having problems sleeping lately.  This week I started taking something to help me sleep better at night and it works great.  I sleep like a log and woke up feeling like a spring chicken.,"My pain may be the reason for somebody's laugh.
But my laugh must never be the reason for somebody's pain."
It was a really easy day at work so I got to spend a good chunk of it turking and making some extra money,"I think I'm dumb
or maybe just happy
think I'm just happy…"
At my parents house they made a delicious steak dinner with sweet potatoes salad and a dinner roll and it was wonderful to have such a delcious meal while surrounded by family.,I have loved books all my life. There is nothing more beautiful in our material world than the book.
After my nap I tried to do some online survey but I was all foggy and disorented and only lasted attempting to work for a few hours before I layed down again,Sorry I'm late. You wouldn't believe the traffic.
"I was hoping to get a good night's sleep.  However, while very tired prior to going to bed, I just laid there for about an hour wide awake.  Finally got up and watched TV until I got tired again.  Only managed to get a total of about 4 hours sleep.",Where does a thought go when it's forgotten?
I tried a vegetarian burger that everyone has been talking about. It was ok but not that great. Not sure if I would pay so much money for it again.,I have completely forgotten the symbolic calculus.
"In the morning, I went to the gym and attended a Zumba class. After the class was over, I felt really satisfied with my exercise and was glad I did it.",It would be an incredible adventure. And life needs to be more than just solving every day problems. You need to wake up and be excited about the future
"I went to sleep after the appointment, much earlier than usual.  The tests and stress of it all exhausted me.",It's my life and you know what? Nobody invited you so there's the door.
I have attempted to make red velvet macarons a few times now and the first batch that I did yesterday failed. However my second batch turned out just right I was really proud of myself and excited for what I had accomplished.,"Knowledge is a desire that comes after acquiring power. The first type of desire is love, then wealth, health, power and knowledge."
"It was really nice to get out of the house to hike with friends. It was a good use of my time and I enjoyed it immensely. I was so tired afterwards that I didn't have any energy to do much else but its ok, the hike was totally entertaining.","Life is a song - sing it.
Life is a game - play it.
Life is a challenge - meet it.
Life is a dream - realize it.
Life is a sacrifice - offer it.
Life is love - enjoy it."
I played a video game. It was fun.,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!"
"I learned a long time friend died a few days ago. I live far away and have not had contact with this friend in a few years. This person was very close to me for many years and I frequently think about him. One of the things he wanted so much for me was to return to the Catholic church. I downloaded a Catholic prayer app on my tablet and read some of the prayers as I thought about the great impacts this person had on my life. I have never given up on God, just the Catholic church because of some of the doctrine that doesn't make sense to me. I appreciate that I was able to link back up to God in this familiar way from my past.",Serious tweet: we all must learn to be happy with being alone; that is when things begin to change.
"got a great nights sleep after taking nyquil for my cold.  didnt wake up once, not even to pee until 830 am! a new record i think!","I think I'm dumb
or maybe just happy
think I'm just happy…"
Had a meeting with our owner about our losses it was not good we are in the hole financially big time.,"It's not worth the bother of killing yourself, since you always kill yourself too late."
My job laid me off. I knew it was coming so i was not surprised but i was frustrated that i have to find a new job now and anxious that i will not have enough income this month.,"It's not worth the bother of killing yourself, since you always kill yourself too late."
I got done with work a bit early yesterday and that made me excited as it gave some free time to do a few things that are more fun.,"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design."
I got to bed close to the time I wanted to. That's challenging some days due to house work.,"Hold me, I can't breathe I don't wanna die, I don't wanna OD Cup full of lean, pure codeine Ten lines deep, now I can't see"
I was acting very worried for no good reasons and realized how silly I felt.,Can’t sleep ‘cause all the dirt make my heart hurt
It felt good to run and let out some energy from the day.,"If you can make it through the night, there's a brighter day."
I walked for 3 miles yesterday which is more than my target for a day,"Marlon Brando is not a gangster-actor, he's an actor. Axl Rose and them are not gangster rock-and-rollers, they're rock-and-rollers right. So I'm a rapper, this is what I do. I'm an artist."
I ate a bunch of Taco Bell. This was pretty gross and ruined any gains made during my workout.,"Poor and working people in this country are sent to kill poor and working people in other country to make the rich richer. Without racism, soldiers would realize that they have more in common with the Iraqi people than they do with the billionaires who send us to war."
I enjoyed spending family time in the evening. I always enjoy my time with all of them.,To love is to recognize yourself in another.
I was able to go to church yesterday and that was what really set my day to be a good day. I like when I am able to have time to establish my faith and to participate in a church service.,"You may say I'm a dreamer, but I'm not the only one. I hope someday you'll join us. And the world will live as one."
I worked really hard at work yesterday. So much without a break that i pretty much crashed when my head hit the pillow. I felt so tired that I hope i get enough sleep to reenergize myself for tomorrow.,"People cry, not because they are weak. It is because they've been strong for too long."
"Work was the usual gamut of occasional struggles and satisfaction when things were going well. It's been really time-consuming, but so far a positive week for working extra hours and getting a little more pay.","An individual who has reached the stage of self-esteem almost always makes a sound and rational decision. He or she always sets a reachable yet challenging goal in his or her endeavour. When the endeavour results in a success, his or her self-concept will increase or widen."
"Managed to do really well at work yesterday, which was a great feeling.","I must have flowers, always, and always."
I felt quite excited satisfied and happy to complete my exercise routine.,My garden is my most beautiful masterpiece
We got to go out hiking after the fact. It was really nice to get some fresh air and very refreshing.,"I think I'm dumb
or maybe just happy
think I'm just happy…"
I feel so proud to have such amazing friends in my life. Over the past few years I have found friends that feel like family. With my friends around I feel happy an my life feels full.,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!"
I rode my bike to work today. It is a good day every time you ride to work.,"The Sea, once it casts its spell, holds one in its net of wonder forever."
"I enjoyed baking scones yesterday. The recipe was a new one -- a copycat of a scone I can't get at a particular store any more -- and it turned out really well (and was simple to make, too). It's terrific!",Success equals achievement and achievements equal to happiness. That's the universal truth.
"I made a big dinner for myself last night, and it really hit the spot. I really enjoyed and savored my meal. I think I needed a good helping of comfort food last night, because my day was busy and I needed to replenish nutrients.","The richness I achieve comes from nature, the source of my inspiration."
"I made a steak, something I dont have often, but felt like celebrating and it was delicious. I got a porterhouse and cooked it medium well on my stove top grill. I paired it with my favorite wine and had a baked potato and Brussels sprouts   as my sides","In real life, I'm a really smiley person. I smile when I talk and I laugh."
I was already in happiness thinking of my work which made my sleep very peaceful after my partner convinced me with the gift for my success at workplace.,"Smile, breathe and go slowly."
"Since I do enjoy my sleep, I was glad I felt refreshed after sleeping all night. I consistently use my CPAP machine, which helps immensely. To think I almost didn't take the machine seriously. I'm glad I did because It makes a huge difference in my sleep.","Where There is a will
there is a will
to search and discover
a better day

Where a positive heart
is all you need
to rise beyond
and succeed

Where young minds grow
and respect each other
based on their deeds
and not their color

when times are dim
say as I say
""Where there's a will
there's a way!"
I finally got to try a new BBQ restaurant that I have been wanting to go to for a while it was very good better than expected.,"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design."
I pray ever night for my friends and family. This gives me great satisfaction and comfort that God will look after these people.,There is no way to happiness. Happiness is the way.
"I usually enjoy watching YouTube, but I've been so focused on work lately that I couldn't. Yesterday, I would just sit there with a video playing not paying attention. There was just too much to think about. I was frustrated that I couldn't even enjoy my little time of freedom.","Birds scream at the top of their lungs in horrified hellish rage every morning at daybreak to warn us all of the truth, but sadly we don't speak bird."
God was a salient thing because without his blessings I am no one. I felt yesterday he was watching over me greatly and the results of my day was wonderful because of him.,"Whatever you know, or don't - only Love is real."
I received a text from a friend asking for any prayer requests.  It was a surprise but a good one. I felt valued to know that this was something  she would ask for.,"Struck intensely tonight by the thought that we live in a great age. We can make music, food, pictures, art, & love with unbelievable unprecedented freedom. It's all there, there for the taking & the making, all the time."
I received a response from a possible new job.  They told me to go ahead and fill out an application because they said I was someone they were looking for to join them.  I am hopeful that this will turn into a good thing!,"In a world that changes at an exponential rate, members of such world community have to be very proficient in finding reasonable solutions to the problems that they face by themselves."
I was worried that I haven't been exercising at the gym. I went for a walk but would have liked even more moderate activity for my health.,"If you're afraid to fail, then you're probably going to fail."
I was happy about how my spiritual life with God has been going.  I have been praying more and resting in God and feeling calm and peaceful.  I was satisfied in growing closer in my walk with God.,My garden is my most beautiful masterpiece
I did a lot of running and jogging.,"In real life, I'm a really smiley person. I smile when I talk and I laugh."
I really needed to catch up on sleep so I took a nap in the middle of the day and that felt great.,"People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds."
"I felt that God was there for me, and closer than ever before.","When you feel the last bit of breath leaving their body, you're looking into their eyes. A person in that situation is God!"
"After a long tiring day, I decided to treat myself and ordered a pizza for dinner.  It was delicious and I ate a bit too much.","Reading is the greatest thing ever, I've read alot that I know what very few people know… That the stars in the night sky are suns and that there are earth-like planets orbiting those stars, meaning there are other planets like earth out there… Reading is great"
Eating my favorite food is always a satisfying an happy times for me. It brings back good and meaningful nostalgic feelings of a time when I was younger.,"Whatever you know, or don't - only Love is real."
I hate going to class right now. All I have is a computer class where I'm rotely going through task after task without a productive end.,"He could only consider me as the living corpse of a would-be suicide, a person dead to shame, an idiot ghost."
We went grocery shopping and I got some really good food we needed and no junk this time. That makes me feel good about it most. I am going to be healthy and loose weight now.,"I do believe it is possible to create, even without ever writing a word or painting a picture, by simply molding one’s inner life. And that too is a deed."
"I did extra Turking yesterday in addition to my regular work, and I got a wonderful surprise. I did a couple of odd typing type hits and when I checked e mail later I saw I earned 2 bonuses, 1 was 5.50 and the next was for 8.25. This was a great ""work"" type surprise.","I think I'm dumb
or maybe just happy
think I'm just happy…"
"I got a good night of sleep yesterday, which I needed because I stayed up way too late the night before.",I’d much rather eat pasta and drink wine then be a size zero.
Dinner was cream of potato soup and fresh bread.  The house smelled of the bread rising in the bread machine and potato soup is so easy to make yet I don't often.  It brought back memories of my Dad since he used to make it often when I was growing up.,"Stars,"" she whispered. ""I can see the stars again, my lady.""
A tear trickled down Artemis's cheek. ""Yes, my brave one. They are beautiful tonight.""
Stars,"" Zoe repeated. Her eyes fixed on the night sky. And she did not move again."
I was able to spend time with friends praying and fellowshiping last night. It was fun to hangout and encourage one another,"You know, all that really matters is that the people you love are happy and healthy. Everything else is just sprinkles on the sundae."
"Made gyros for dinner, forgot feta but was able to pick some up. It was great.",They laugh at me because I'm different; I laugh at them because they're all the same.
I was very excited to eat my leftovers for lunch. looked forward to it from the morning,"My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer."
Work is work. There are ups and downs but yesterday was good. I got a lot of things done and I had a good time occasionally having a chat with my boss about non-work stuff. It was a good day at work.,"People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds."
I had a good night sleep after all the hard work and great food I had during the day.,"People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds."
"I am so thankful to be able to still work at the age of 67 and have food on my table.  There are so many homeless people who would love to be able to have that.  Some may not want to work for it and just receive a handout, which I feel each individual who is capable should work for what they have.",The most worth-while thing is to try to put happiness into the lives of others.
all day i try to make a quote of exercise i think its the best form to get very healthy,To be happy does not mean to indulge in foolishness!
I had a terrible headache.,Part of me is afraid to get close to people because I'm afraid that they're going to leave.
I went to Olive Garden with the wife for lunch. The Pasta Fagoli was good as usual.,"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design."
I took the time to make a home cooked meal last night and it was so good. I made acorn squash with apples and sausage. Getting to enjoy this meal made me very satisfied because it was so tasty and very happy that it turned out so good. This meal also makes me nostalgic for other times when I have made this delicious meal.,"My daughter was asked by a little old lady in a London hotel restaurant what her daddy did. She answered, “He’s a pirate” - I was very proud of that answer."
I had a great workout today. Everything flowed and I felt strong. I warmed up by playing some basketball then ran a couple of miles and then did sprints. I felt alive and working out really cleared my mind today.,"It is not heroes that make history, but history that makes heroes."
My mother is older and having some health problems. I spoke to her on the phone and learned that she refused to take some medicine the doctor gave her. I am frustrated because I feel like she does not want to get better.,"He could only consider me as the living corpse of a would-be suicide, a person dead to shame, an idiot ghost."
The sleep was good,"Count your age by friends, not years. Count your life by smiles, not tears."
"I felt good and awake yesterday while doing my daily activities. It was a very salient day and my health was in tip top shape, as far as how I felt.",Leave this world a little better than you found it.
The food I had was delicious. My girlfriend prepared a very nice meal. It had me ready to take on the rest of the night.,"If I know what love is, it is because of you."
I'm so far behind in my school work and I wasn't happy with my last grade. I think the professor is an idiot who has no idea what he's doing. It feels like he's just going through the motions and that makes me anxious because I want a good grade.,"All I feel are the assaults of apprehension and terror at the thought that I am the only one who is entirely unlike the rest. It is almost impossible for me to converse with other people. What should I talk about, how should I say it? - I don't know."
I was able to accomplish a big quota at work and that made me feel both satisfied and proud of myself to know that I actually accomplished what I have being working so hard for.,It would be an incredible adventure. And life needs to be more than just solving every day problems. You need to wake up and be excited about the future
i slept so good and hard like a baby it was relaxing and i needed to get some rest so i felt so much better the next day,The only time I feel alive is when I'm painting.
"I love going to bed at night and getting much needed rest, i am always looking forward to the next day and what lies ahead.",We cannot underestimate the power of love in our lives. Only those who have been there will truly understand your feelings.
"Thr aforementioned ""alone time""w ith my wife last night.  We made love, and as always, it was a pleasurable experience.",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
"Exercising after a busy days felt really good.  It energized me and made me somewhat proud to see that I was meeting my goal for exercising.  I felt very relaxed afterwards and was able to enjoy the rest of the evening, feeling better physically and mentally as a result.  It helped to clear my mind.",You know you're in love when you can't fall asleep because reality is finally better than your dreams.
we had pizza again so tired of pizza gross,"The least I can do is speak out for the hundreds of chimpanzees who, right now, sit hunched, miserable and without hope, staring out with dead eyes from their metal prisons. They cannot speak for themselves."
My dog was really well behaved. She is my family and i love her so much.,"We come to love not by finding the perfect person, but by learning to see an imperfect person perfectly."
I'm getting old. I take naps in the afternoon. Even if I only sleep for 20 minutes it's usually good for me. That's about what it was yesterday. Just that little bit of sleep got me going for the rest of the day.,"What we know is a drop, what we don't know is an ocean."
I was able to finish all of my work quickly with no errors. After i had some time to myself to be able to do what i wanted.,Man invented clothing to cover the superficial and to discover the inside.
I really appreciated the food I ate yesterday.  Lunch was my favorite part of the meal.  I considered how I eat much more healthier now.  I ate a veggie wrap which was absolutely delicious.  I had feelings of being calm since I always feel serene when I eat a good and healthy meal.,The night is my best friend. It calms the storm in my soul and it lets the guiding stars rise.
I took a nap and have a very good rest.,The noblest art is that of making others happy
I made a really nice dinner of fresh baked potatoes with vegetarian Mexican seasoned beans and avocado. It was a really healthy meal and my vegan son enjoyed it. I was proud that I was able to come up with it off the cuff and that it turned out so well.,"I always say that the times in my life when I've been happiest are the times when I've seen, like, a sunset."
We had left over spaghetti and meat balls for dinner with garlic toast. It was very good and it made me feel calm and happy.,"This time the struggle is for our freedom, this time the struggle is for our independence! Joy bangla!"
I don't usually get enough sleep so it's always good when I can get to bed a little early and try to catch up.,Mozart didn't need a scheme for his music. He played and sang with the heavenly lightness of a child.
"I didn't sleep well, it felt as though I was stressed out all night. I kept waking up and feeling like I needed to get up and do something. I couldn't think of anything to do, so I kept trying to go back to sleep.",Longing is the agony of the nearness of the distant.
"I managed to finish my work relatively early for the day. I'm glad because this opened up free time for me to do some after work self study with web development. My day was tiring, but I felt rewarded from what I was able to accomplish. I felt like I put in a fulfilling workday that was packed with work to keep me feeling busy without feeling overwhelmed.",Whoever is happy will make others happy too.
"I cooked a fairly involved dinner last night. I usually don't really cook at all, but I devoted a little more time to food preparation and cooking last night for dinner than usual. It didn't take a ton of time and wasn't too involved, but I was definitely happy with the final product. I was proud of myself for cooking a dish and having it turn out tasty. It looked and tasted good. Plus it didn't take a ton of time. I was happy with the results.",We had a beautiful dream and that was all.
I made breakfast and lunch for my family yesterday and we had leftovers at dinner.,My garden is my most beautiful masterpiece
"I was so tired when we got home last night that I was in bed and asleep by 8:30 pm.  Falling asleep when I'm so tired is sometimes a little difficult, but last night I just drifted easily off.  What a nice way to end the day and prepare for the next.  I'm so happy that I don't have sleeping problems.",Why are our songs so dark but our shows a celebration? Because our songs are to help you get through those dark times and our shows are a celebration of you making it through another day. Our shows are celebrating the fact that you’re not alone. So let’s celebrate.
Recently food a great chili recipe. It uses cooked pot roast and a can of beer. It is really comfort food.,"I think everything in life is art. What you do. How you dress. The way you love someone, and how you talk. Your smile and your personality. What you believe in, and all your dreams. The way you drink your tea, How you decorate your home. Or party. Your grocery list. The food you make. How your writing looks. And the way you feel. Life is art."
I had a couple of good meals yesterday that helped me feel a bit better from being sick lately,"You can have everything in the world and still be the loneliest man. And that is the most bitter type of loneliness, success has brought me world idolisation and millions of pounds. But it's prevented me from having the one thing we all need: A loving, ongoing relationship."
by excercising my heart it was such a great meeting of my body and mind. I felt extremely calm afterword.,"The history of the castle at Wiśnicz Nowy is enlivened by many legends. Many well-known artists visited the castle in centuries past. Till now, many elements of old architecture (towers, chapel) have survived, together with some details of interior design."
My friend's mother passed. I learned about it and said special prayers and planned on the bouquet I would order today.,I'd rather take coffee than compliments just now.
"My husband came home from work with a cold. He sounds awful, and he didn't take anything for it. I am anxious that I am going to get sick also.I don't want his cold.","Hey guys, sorry I'm late, I'm afraid I got lost on the path of life."
Work was typical.  I was frustrated by the stupid paperwork and other crap that I have to do instead of just being allowed to do my job.,Sweet as sugar. Hard as ice. Hurt me once. I'll kill you twice.
It was nice to play a video game before work yesterday. I don't always get a lot of time to play but this new game I have is pretty fun even in small amounts. It's nice to still be able to do it once and a while.,"In real life, I'm a really smiley person. I smile when I talk and I laugh."
I slept well yesterday,"People see me and think I have lots of girlfriends, do I look like I have lots of girlfriends?"
"I love being a tutor, even if it's only part-time. It warms my soul knowing that the help that I give them is instrumental in their passing an important class that is required for graduation.",Take a lover who looks at you like maybe you are magic.
I watched a movie with my parents. It was an excellent time. I loved it. I felt satisfied and we all had a good time watching the new Godzilla movie.,"When I fall in love, it will be forever."
i feel very safe and happy when surrounded by my family,Love is friendship set to music.
I had two bowls of Cheerios for breakfast (in milk). It's good to start the day with some breakfast cereal. It lasts me until lunch and tastes good.,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!"
I spent time with God. It was very relaxing.,"People are just as wonderful as sunsets if I can let them be… When I look at a sunset, I don’t find myself saying, ""Soften the orange a bit on the right hand corner""… I don’t try to control a sunset. I watch with awe as it unfolds."
"I had a really good night of rest, it is important to just sleep for 7-8 hours and to do so without interruption. I achieved that.","I will either find a way, or make one."
I enjoyed doing arts and crafts much of the day,Mimì never forgets to see the beauty in life.
I want to be closesr with my family and I worry about them.,Part of me is afraid to get close to people because I'm afraid that they're going to leave.
"I went for a 5 mile run yesterday afternoon and it helped me burn off some nervous energy I had accumulated throughout the day, as well as some of the calories I had eaten earlier in the day. I felt happy and satisfied at the end of it.",Whoever is happy will make others happy too.
God showed himself several times throughout the day in my interactions with people and things. I was so inspired by how God shows how he loves us if we just pay attention.,The secret to getting ahead is getting started.
"While we had dinner, my girlfriend tried to cook chicken fajitas. It was a little unexpected and surprising",Why are women… so much more interesting to men than men are to women?
My brother baked a cake which tasted good.,Always remember. You will live. You will love. You will dance again.
I had a great hamburguer at a new place I went  to have lunch.,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!"
I spent quite a bit of time talking to my significant other about our day. We ate dinner together then relaxed with a cup of hot cocoa as the snow fell outside,"I must have flowers, always, and always."
I finally got enough sleep for a change.,"As we tell stories about the lives of others, we learn how to imagine what another creature might feel in response to various events. At the same time, we identify with the other creature and learn something about ourselves."
"I was able to get a short nap in, at the middle of the day.  It felt good because I couldn’t sleep well the night before.  I don’t usually nap but today I really needed it and it helped a lot.",There is no way to happiness. Happiness is the way.
we are starting a new hobby,"I have a dream that my four little children will one day live in a nation, where they won´t be judged by the color of their skin, but by the contente of their character."
I lovve to exercise. It makes me feel good emotionally. It also makes me feel like I am doing something for myself. It is my small daily gift to myself.,"Bach is an astronomer, discovering the most marvellous stars. Beethoven challenges the universe. I only try to express the soul and the heart of man."
Love for life was extremely salient yesterday because I realize how grateful I am to live where I live and be able to have the kind of job taht I now have after retiring from teaching.,"Peace, love, empathy"
I love my friends.We always share our feelings.We are spend time for our enjoyment.,"And so being young and dipped in folly, I fell in love with melancholy."
spending time with my husband and kids makes me happy. I was glad to spend quality time with family,"I must have flowers, always, and always."
Remindes my of all the food cooked for me by my husband!,"My heart is broke, but I have some glue, help me inhale and mend it with you."
I don't get enough sleep lately. It affects me throughout the day as I don't function as efficiently as I would like to. I also am not in good mood's most mornings and I definitely attribute it to lack of sleep. My quality of sleep is also terrible.,"I thought, “I want to die. I want to die more than ever before. There’s no chance now of a recovery. No matter what sort of thing I do, no matter what I do, it’s sure to be a failure, just a final coating applied to my shame. That dream of going on bicycles to see a waterfall framed in summer leaves—it was not for the likes of me. All that can happen now is that one foul, humiliating sin will be piled on another, and my sufferings will become only the more acute. I want to die. I must die. Living itself is the source of sin."
food is soo good best part of my day,"I always say that the times in my life when I've been happiest are the times when I've seen, like, a sunset."
I had a wonderful dinner evening meal with my family at home that was delicious but more importantly I got to share it with my entire family around the kitchen.,The first true love is always the last one.
i slept 8 hours,"It's not worth the bother of killing yourself, since you always kill yourself too late."
Got to spend a nice evening with my husband.  It made up for not having a good day at work.  I was calm and had a pleasant evening.,"I'm not a poster boy for good behavior and recovery in Hollywood, I'm just a guy who knows he has a lot to be grateful for."
"It was a slow day, one of the few slow days we've had at work. This means that I was able to get some of my personal stuff done that I have been putting off. So i felt rather accomplished.","Percy, let me go"" she croaked. ""You can't pull me up.""
His face was white with effort. She could see in his eyes that he knew it was hopeless.
""Never,"" he said. He looked up at Nico, fifteen feet above.
""The other side, Nico! We'll see you there. Understand?""
Nico's eyes widened. ""But-""
""Lead them!"" Percy shouted. ""Promise me!""
""I-I will.""
Below them, the voice laughed in the darkness. Sacrifices. Beautiful sacrifices to wake the goddess.
Percy tightened his grip on Annabeth's wrist. His face was gaunt, scraped and bloody, his hair dusted with cobwebs, but when he locked eyes with her, she thought he had never looked more handsome.
""We're staying together,"" he promised. ""You're not getting away from me. Never again.""
Only then did she understand what would happen. A one-way trip. A very hard fall.
""As long as we're together,"" she said.
She heard Nico and Hazel still screaming for help. She saw sunlight far, far above- maybe the last sunlight she would ever see.
Then Percy let go of his ledge, and together, holding hands, he and Annabeth fell into the endless darkness."
"I was finally able to get a full night's sleep the night before, so I was well rested throughout the day. I actually went to sleep at a respectable time without any trouble too last night.","This time the struggle is for our freedom, this time the struggle is for our independence! Joy bangla!"
I checked an online order I made and it said that I would be receiving it today. The shipping was quick and I'm happy that I'll get to use what I purchased. I hope the product is good as it's one I haven't used before.,"With regard to the learning society, as I mentioned earlier, optimistically, people from all walks of life should be able to have equal access to education according to their needs and potentials."
"I forgot to bring my lunch to work yesterday, so my lunch consisted of pop tarts that I brought as a possible snack. It was pretty pathetic and I was super hungry all afternoon.","I'm not performing miracles, I'm using up and wasting a lot of paint…"
a good night sleep is so important,"The importance of oaks both in the economy and in the forest ecosystem is big, but the exceptional part is that this tree plays in the old beliefs and legends."
"I made money and a large performance bonus, which is much needed and appreciated. Because of how large it was, I'll be able to buy all the presents for xmas that I want to buy and make a great Christmas for my family.",The secret to getting ahead is getting started.
My mom sent me and my brothers a goofy joke about Lady Gaga's name.  It's nice to have someone who has a similar goofy sense of humor so we can text each other jokes all day.  We're lucky that we're a family that can laugh at almost anything.,We cannot underestimate the power of love in our lives. Only those who have been there will truly understand your feelings.
I am almost done with a certification program to teach English as a second language. I'm happy about that and will be happy to finish.,The beauty of mathematics only shows itself to more patient followers.
I was contemplating God and realized that I was excited to meet God someday and escape this inferior world. I was thinking about how that would be greater than just about anything else.,The secret of getting successful work out of your trained men lies in one nutshell—in the clearness of the instructions they receive.
I enjoyed watching a new movie with my son. We both really enjoyed it and sat for a long time afterwards talking about what we thought. It was nice to spend some one on one time with my son.,"One love, one heart, one destiny."
"Yesterday was the anniversary of the death of my great aunt, so I did some nice things for my grandma and picked her up a bottle of wine. I felt happy to spend time with her, but sad that she was upset and hurting.",Music is like a dream. One that I cannot hear.
"I spent quite a while chatting with my boyfriend over the phone last night. We live very far apart, and had just spent a 4 day weekend together but now are separated again so I was really missing him. We texted for well over an hour and it was really nice to catch up after being a part for a few days now. I miss him terribly.","If my eyes could show my soul, everyone would cry when they saw me smile."
"I slept really good last night, but I didn't get enough sleep the two nights before that. I feel pretty good today, so the sleep was restorative.","Stories of perfect people who have never failed don't inspire me, in fact, those stories make me bored and sleepy. I'm fascinated and addicted to stories of people who have failed and risen to become the world's best, those are the real heroes. Failing doesn't define you, how you bounce back up is what makes you"
"I have been trying to get more exercise lately and yesterday I took two very long walks, which I am feeling good about.  I need to keep that up because it will help with my weight loss and it will also make me feel better in general.",The only thing greater than the power of the mind is the courage of the heart
It's good to have a few friends to chat with about your day. I have a few people that I am close to and we try to encourage each other with our daily struggles.,"I am the Lizard King, I can do anything!"
We went out to a local restaurant and had a nice dinner. They had a chicken special that was great and I had a nice glass of wine. My family and I had a great time chatting and laughing. It felt really good to relax.,You know you're in love when you can't fall asleep because reality is finally better than your dreams.
I work out in the afternoon on most days so it's perhaps not the most salient thing ever but yesterday was otherwise mostly filled with work during the day and scheduled in the evening like I explained in both situations above. What was notable about exercising yesterday was hitting a new personal record on my bench press at 225lbs.,"Gay marriage is legal in 6 states, but having sex with a horse is legal in 23 states. Good job, America."
I am proud of my children and wife for all they try to do to help me. This one of the few things that gives me happiness.,"Life is a song - sing it.
Life is a game - play it.
Life is a challenge - meet it.
Life is a dream - realize it.
Life is a sacrifice - offer it.
Life is love - enjoy it."
I had trouble sleeping last night,Can’t sleep ‘cause all the dirt make my heart hurt
I cooked dinner for myself and my wife. We both had a long day and I hadn't eaten very much. I was happy to get some food and it turned out to be very tasty. It was a good way to end a long day.,"That was a great time, the summer of '71 - I can't remember it, but I'll never forget it!"
"I enjoyed eating a bacon cheeseburger from my favorite restaurant, Cheddars. I used to eat bacon cheeseburgers all the time when I was younger. The food made me feel happy and nostalgic.",Jimi Hendrix is very important. He's my idol.
